종목코드,종목명,시장,업종,업종_상세,업종_대분류,종가,거래대금(억원),시가총액(억원),추천매수가,손절가,추천매도가1,추천매도가2,RANK_SCORE,LDY_SCORE,ENTRY_SCORE,ROUTE,REGIME,ret_20d_%,ret_120d_%,rel_20d_%,rel_60d_%,rel_120d_%,TTM_SQUEEZE_CNT,NORM_RR,NORM_T1,NORM_SL,NORM_NEAR,NORM_MOM,NORM_LIQ,NORM_TEC,RSI14,MFI14,이격도,MACD_Hist,MACD_Slope_PCT,거래강도,V_POWER,SUPERTREND_VAL,SUPERTREND_DIR,BB_BW,BB_SQUEEZE_BW,TTM_SQUEEZE,BB_SQUEEZE,Above_MA20,IS_SWING_SUPPORT,ret_5d_%,ret_10d_%,ret_60d_%,EBS,통과,근거,ATR_MULT,SECTOR_RET_5D,SECTOR_RANK,RR1,Now%,ST_DIR,AI_COMMENT,MKT_BREADTH_ALL_%,MKT_BREADTH_KOSPI_%,MKT_BREADTH_KOSDAQ_%,MKT_TEMP,TOP_SECTORS_5D,REGIME_RANK,LDY_RANK,기준일,시총기준일,벤치_60d_KOSPI_%,벤치_60d_KOSDAQ_%,60일_종목수익률_%,60일_초과수익(α)_%
103590,일진전기,KOSPI,절연선 및 케이블 제조업,절연선 및 케이블 제조업,기타,56300,450.01,26846.9,56300,52300,62300,68200,97.5,97.2,96.9,🔺 Watch (관찰·돌파예상),① 강한 상승 추세,1.99,72.17,0.84,34.81,39.51,4,1.0,1.0,1.0,1.0,0.65,0.37,0.79,54.9,68.9,2.46,91.7312,0.2552,1.06,0.52,50960,1,13.77,0,1,1,1,False,4.45,5.04,50.74,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,6.550272727272727,2.0,1.5,0.0,1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),1,1,20251216,20251216,15.93,7.54,50.74,34.81
047810,한국항공우주,KOSPI,"항공기,우주선 및 부품 제조업","항공기,우주선 및 부품 제조업",기타,108600,626.97,105858.0,108600,102100,118300,127900,92.7,94.6,89.7,↩️ PULL (눌림),④ 바닥 반등 시도,-3.47,14.32,-4.62,-7.55,-18.34,9,1.0,0.96,0.89,1.0,0.36,0.56,0.77,46.8,50.3,0.24,198.165,0.0722,0.88,-0.22,102190,1,9.5,1,1,1,1,True,-0.37,3.04,8.38,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), MACD>Sig",1.8,6.550272727272727,2.0,1.4923076923076923,0.0,1,🌪️ 9일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,2,20251216,20251216,15.93,7.54,8.38,-7.55
460940,피앤에스로보틱스,KOSDAQ,의료용 기기 제조업,의료용 기기 제조업,기타,12140,110.26,1594.2,12140,11290,13420,14690,92.3,93.9,98.4,🔺 Watch (관찰·돌파예상),⑤ 하락 / 약세,15.62,47.24,11.36,56.18,30.51,1,1.0,1.0,1.0,1.0,0.72,0.01,0.86,49.9,68.2,-0.23,-74.0206,0.261,0.34,1.4,9961,1,34.23,0,1,1,0,False,2.79,-0.74,63.72,6,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입",1.8,6.550272727272727,2.0,1.5058823529411764,0.0,1,🌪️ 에너지 응축 시작 (1일차). 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),5,3,20251216,20251216,15.93,7.54,63.72,56.18
352820,하이브,KOSPI,오디오물 출판 및 원판 녹음업,오디오물 출판 및 원판 녹음업,미디어·콘텐츠,296000,613.23,125983.4,296000,277500,323500,350500,91.8,90.6,90.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,0.68,-2.31,-0.47,-13.51,-34.97,10,1.0,0.99,0.94,1.0,0.34,0.55,0.77,58.7,62.6,0.86,697.2351,0.0623,1.05,-0.25,314600,-1,7.34,1,1,1,1,True,1.72,-0.67,2.42,7,★,"RSI적정, MACD상승, 20선근접, 정배열(단), 장기추세(120↑), 자금유입, MACD>Sig",1.8,4.202857142857143,4.0,1.4864864864864864,0.0,-1,🌪️ 10일 연속 응축 중! 폭발 임박. 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (강력 매수),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,4,20251216,20251216,15.93,7.54,2.42,-13.51
010060,OCI홀딩스,KOSPI,기타 금융업,기타 금융업,금융,105200,195.2,19641.1,105200,97800,116300,127300,91.6,82.6,94.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,-3.31,45.91,-4.46,-9.77,13.25,2,1.0,1.0,1.0,1.0,0.51,0.1,0.62,56.4,43.6,2.64,398.8375,0.2614,1.79,0.16,110890,-1,9.75,1,1,1,1,False,3.34,3.54,6.16,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",1.8,-0.13190476190476189,8.0,1.5,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 📉 매도세 우위. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,5,20251216,20251216,15.93,7.54,6.16,-9.77
000990,DB하이텍,KOSPI,반도체 제조업,반도체 제조업,반도체,65300,562.5,28408.5,65300,60700,72200,79100,88.7,84.2,88.2,↩️ PULL (눌림),③ 박스 / 중립,-3.26,40.88,-4.41,-1.37,8.22,2,1.0,1.0,1.0,1.0,0.21,0.49,0.67,63.3,83.4,1.08,-120.7899,-0.007,2.17,0.71,59565,1,11.24,0,1,1,1,True,0.62,0.46,14.56,6,★,"RSI적정, 20선근접, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입",1.8,-6.3808333333333325,16.0,1.5,0.0,1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 💰 외국인/기관 수급 집중. ✅ 20일선 눌림목 구간. (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),3,6,20251216,20251216,15.93,7.54,14.56,-1.37
021240,코웨이,KOSPI,그외 기타 개인 서비스업,그외 기타 개인 서비스업,서비스 기타,90000,339.85,64718.2,90000,83700,97600,105200,88.2,80.4,89.2,🔺 Watch (관찰·돌파예상),④ 바닥 반등 시도,3.57,-5.16,2.42,-25.3,-37.82,29,0.9,0.9,1.0,1.0,0.41,0.25,0.73,50.8,68.2,2.92,473.9421,0.1434,1.55,0.75,92230,-1,7.73,1,1,1,1,False,6.38,1.24,-9.37,5,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 자금유입, MACD>Sig",1.8,-0.9392307692307693,10.0,1.2063492063492063,0.0,-1,🌪️ 29일 연속 응축 중! 폭발 임박. 💸 자금 유입 지속. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,7,20251216,20251216,15.93,7.54,-9.37,-25.3
071050,한국금융지주,KOSPI,기타 금융업,기타 금융업,금융,164000,1036.41,91390.6,164000,148200,187700,211500,87.6,85.1,85.5,🔺 Watch (상승 준비),④ 바닥 반등 시도,5.13,24.24,3.98,-12.33,-8.42,2,1.0,1.0,0.46,1.0,0.35,1.0,0.51,51.6,50.7,2.11,208.98,0.0452,2.57,0.2,175290,-1,9.08,1,1,1,1,True,1.42,0.8,3.6,6,★,"RSI적정, MACD상승, 20선근접, 거래량↑, 장기추세(120↑), MACD>Sig",2.5,-0.13190476190476189,8.0,1.5,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속.  (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),4,8,20251216,20251216,15.93,7.54,3.6,-12.33
298040,효성중공업,KOSPI,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",인프라·에너지,1898000,1197.76,176979.9,1898000,1765000,2058000,2217000,85.6,89.9,88.5,🔁 MR (반전),⑤ 하락 / 약세,-8.62,129.5,-9.77,21.51,96.84,2,0.89,0.9,1.0,1.0,0.38,1.0,0.75,45.7,54.5,-1.89,-8853.5099,0.0267,1.03,-1.28,2169700,-1,12.29,0,1,1,0,True,-2.57,1.99,37.44,4,,"RSI적정, MACD상승, 정배열(단), 장기추세(120↑)",1.8,-2.0216666666666665,13.0,1.2030075187969924,0.0,-1,🌪️ 에너지 응축 시작 (2일차). 🧱 구조적 지지선(Swing Low) 근접. 📉 매도세 우위. 🚀 단기 모멘텀 가속. ✅ 20일선 눌림목 구간. (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),5,9,20251216,20251216,15.93,7.54,37.44,21.51
220100,퓨쳐켐,KOSDAQ,의약품 제조업,의약품 제조업,바이오·의약품,31100,475.76,6966.6,31100,28900,33750,36350,85.1,84.8,90.2,↩️ PULL (눌림),② 상승 후 조정,-2.05,101.16,-6.31,57.89,84.43,4,0.9,0.91,1.0,1.0,0.46,0.4,0.74,51.2,61.8,-1.19,-462.1171,-0.0741,1.23,0.05,25280,1,16.65,0,1,1,0,False,3.49,-5.61,65.43,5,★,"RSI적정, 거래량↑, 정배열(단), 장기추세(120↑), 자금유입",1.8,3.713461538461538,5.0,1.2045454545454546,0.0,1,🌪️ 에너지 응축 시작 (4일차). 📉 매도세 우위. 💸 자금 유입 지속. ✅ 20일선 눌림목 구간. (매수 유효),63.7,58.4,69.3,🌤 중립,1.유통·소비재(+9.4%) / 2.기타(+6.6%) / 3.철강·금속(+4.4%) / 4.미디어·콘텐츠(+4.2%) / 5.바이오·의약품(+3.7%),2,10,20251216,20251216,15.93,7.54,65.43,57.89
